state2,confirmed,deaths,incidenceRate,fatalityRate
Illinois,14450,214,13152.8645,1.480968858
Illinois,13243,96,10266.68734,0.724911274
Illinois,5619,152,11306.0625,2.70510767
Illinois,12718,247,11703.42968,1.942129266
Illinois,68111,1005,9778.546663,1.475532587
Illinois,2409,25,15365.48029,1.03777501
Illinois,4190,52,12288.83153,1.241050119
Illinois,4882,87,13695.01795,1.782056534
Illinois,3953,62,13812.98483,1.568429041
Illinois,10939,208,10517.35907,1.901453515
Illinois,4767,87,10610.78218,1.825047199
Illinois,30824,523,11721.66744,1.696729821
Illinois,4496,116,12084.39726,2.580071174
Illinois,1082,19,9459.695751,1.756007394
Illinois,1535,45,11490.38102,2.931596091
Illinois,1357,40,9853.325588,2.947678703
Illinois,2896,50,9756.754936,1.726519337
Illinois,29075,291,9446.866857,1.000859845
Illinois,18488,184,10779.10644,0.995240156
Illinois,1245,12,10208.265,0.963855422
Illinois,1488,34,9639.178597,2.284946237
Illinois,4374,94,12628.11444,2.149062643
Illinois,3776,74,13289.22362,1.959745763
Illinois,3926,82,11664.38885,2.088639837
Illinois,1626,28,11213.01979,1.72201722
Illinois,6179,83,12201.09393,1.343259427
Illinois,2,0,,0
Illinois,23395,330,13056.77563,1.410557811
Illinois,3193,60,15265.82521,1.879110554
Illinois,1521,14,9306.167401,0.920447074
Illinois,1802,53,11580.23263,2.941176471
Illinois,326,4,7804.644482,1.226993865
Illinois,696,7,13045.92315,1.005747126
Illinois,486,3,8468.374281,0.617283951
Illinois,4150,87,13057.70562,2.096385542
Illinois,1763,40,11364.6619,2.268859898
Illinois,15209,321,10719.69777,2.110592412
Illinois,2592,56,11034.01303,2.160493827
Illinois,19009,237,9764.629736,1.246777842
Illinois,779,7,11510.04728,0.898587933
Illinois,486,1,9816.198748,0.205761317
Illinois,2319,37,10719.23824,1.595515308
Illinois,28146,518,10838.47416,1.84040361
Illinois,644,24,12055.40996,3.726708075
Illinois,4808,85,10804.98,1.767886855
Illinois,17150,299,13011.84343,1.743440233
Illinois,86,2399,,
Illinois,2267,40,13613.16279,1.764446405
Illinois,9925,136,13100.92663,1.370277078
Illinois,1352,12,11736.11111,0.887573964
Illinois,1830,48,10864.40275,2.62295082
Illinois,1648,25,11867.21394,1.516990291
Illinois,1801,53,11106.99969,2.94280955
Illinois,1702,26,12572.94822,1.527614571
Illinois,7189,173,13029.45174,2.406454305
Illinois,76659,1020,11098.04949,1.330567839
Illinois,7528,134,11303.81248,1.780021254
Illinois,33901,493,11997.29626,1.454234388
Illinois,4803,80,12488.62425,1.665625651
Indiana,3446,55,9631.886407,1.596053395
Indiana,41441,685,10925.68132,1.65295239
Indiana,8135,156,9710.070543,1.917639828
Indiana,1000,14,11431.18427,1.4
Indiana,1355,32,11524.06872,2.361623616
Indiana,6862,103,10114.52913,1.501020111
Indiana,1032,42,6838.059899,4.069767442
Indiana,1930,20,9527.570716,1.03626943
Indiana,5954,108,15797.71286,1.813906617
Indiana,13136,192,11103.78523,1.461632156
Indiana,2634,47,10043.85129,1.78435839
Indiana,4343,53,13404.73471,1.220354594
Indiana,1021,16,9653.020705,1.567091087
Indiana,3006,99,9013.222992,3.293413174
Indiana,4363,85,10035.65267,1.948200779
Indiana,5874,78,11876.7439,1.327885598
Indiana,2889,92,10877.66859,3.184492904
Indiana,10898,190,9548.341876,1.743439163
Indiana,6197,117,14500.65519,1.888010328
Indiana,29219,452,14160.54008,1.546938636
Indiana,2839,64,12288.97931,2.2543149
Indiana,7736,179,9852.015996,2.313857291
Indiana,2166,47,13250.94824,2.16989843
Indiana,1699,35,7465.506635,2.060035315
Indiana,1983,41,9927.906278,2.067574382
Indiana,4420,92,13131.70326,2.081447964
Indiana,7192,176,10935.24305,2.447163515
Indiana,2841,85,8899.818307,2.991904259
Indiana,36204,414,10710.89402,1.143520053
Indiana,8464,143,10827.96029,1.689508507
Indiana,4386,73,10825.62014,1.664386685
Indiana,17498,316,10274.14553,1.805920677
Indiana,5861,107,12217.54357,1.825627026
Indiana,10184,224,12337.66234,2.199528672
Indiana,4004,81,10963.85542,2.022977023
Indiana,5068,74,11458.02718,1.460142068
Indiana,3816,52,11370.00179,1.362683438
Indiana,1998,32,9776.864357,1.601601602
Indiana,3342,82,10344.1872,2.453620586
Indiana,2339,49,8433.387417,2.094912356
Indiana,18245,382,11535.27601,2.093724308
Indiana,3747,90,10239.38351,2.401921537
Indiana,9578,118,12054.4704,1.231989977
Indiana,2719,72,6863.735043,2.648032365
Indiana,12310,219,11202.31508,1.77904143
Indiana,55032,999,11335.28187,1.815307457
Indiana,4692,121,10341.63544,2.57885763
Indiana,12920,341,9971.520966,2.639318885
Indiana,102018,1767,10576.39475,1.732047286
Indiana,6185,116,13370.66021,1.875505255
Indiana,908,15,8854.217455,1.651982379
Indiana,3889,68,10949.99437,1.748521471
Indiana,12076,173,8135.766787,1.432593574
Indiana,4295,89,11202.98398,2.07217695
Indiana,6691,140,9492.261204,2.092362876
Indiana,1112,35,7951.94508,3.147482014
Indiana,5753,85,12049.68164,1.477490005
Indiana,578,11,9838.297872,1.903114187
Indiana,1874,54,9538.837422,2.88153682
Indiana,2085,57,10024.52041,2.73381295
Indiana,1480,16,8738.265336,1.081081081
Indiana,1861,37,9708.383327,1.988178399
Indiana,1370,34,11058.19679,2.481751825
Indiana,19212,322,11275.37576,1.676035811
Indiana,2728,34,10728.7529,1.246334311
Indiana,1188,46,9617.097061,3.872053872
Indiana,3694,60,9830.743027,1.62425555
Indiana,2440,82,9892.560308,3.360655738
Indiana,3442,70,12152.23838,2.033701336
Indiana,1751,26,10560.27984,1.484865791
Indiana,2685,55,11247.01546,2.048417132
Indiana,4987,97,11149.36618,1.945057149
Indiana,2336,31,11520.44188,1.327054795
Indiana,36789,558,13534.02544,1.516757726
Indiana,2253,55,9797.782127,2.441189525
Indiana,3955,59,11432.61837,1.491782554
Indiana,2131,42,10310.12628,1.970905678
Indiana,803,8,7469.072644,0.99626401
Indiana,22704,224,11599.53406,0.986610289
Indiana,1654,46,10918.93319,2.781136638
Indiana,0,417,,
Indiana,727,10,10306.20924,1.375515818
Indiana,22485,398,12391.77519,1.770068935
Indiana,1721,44,11104.65867,2.556653109
Indiana,12560,252,11734.15049,2.006369427
Indiana,3591,82,11585.36585,2.283486494
Indiana,830,15,10042.34725,1.807228916
Indiana,7825,155,12421.02924,1.980830671
Indiana,2439,33,8699.529177,1.35301353
Indiana,7130,201,10822.05088,2.819074334
Indiana,2940,81,10390.16115,2.755102041
Indiana,3246,53,13467.76201,1.632778805
Indiana,4035,40,11880.22612,0.991325898
Iowa,873,32,12206.37584,3.665521191
Iowa,344,4,9550.249861,1.162790698
Iowa,1523,51,11127.34712,3.348653972
Iowa,1287,49,10357.31531,3.807303807
Iowa,517,10,9406.841339,1.934235977
Iowa,2578,55,10052.64184,2.133436773
Iowa,15942,310,12148.322,1.94454899
Iowa,2678,34,10208.12686,1.269604182
Iowa,2871,60,11455.59014,2.089864159
Iowa,1923,33,9081.463991,1.716068643
Iowa,4258,40,21702.34455,0.939408173
Iowa,1658,35,11482.78967,2.110977081
Iowa,1388,13,14356.64046,0.936599424
Iowa,2867,52,14217.70394,1.813742588
Iowa,1392,54,10844.49984,3.879310345
Iowa,1913,23,10270.03812,1.202300052
Iowa,5501,90,12958.77503,1.63606617
Iowa,1592,38,14170.00445,2.386934673
Iowa,1244,16,10424.8722,1.286173633
Iowa,1006,24,10707.82331,2.385685885
Iowa,2161,27,13492.75724,1.249421564
Iowa,1706,57,9721.351644,3.341148886
Iowa,5600,93,12061.42713,1.660714286
Iowa,2675,40,15903.68609,1.495327103
Iowa,11251,99,12039.20687,0.879921785
Iowa,849,24,9433.333333,2.826855124
Iowa,612,9,7776.365947,1.470588235
Iowa,2108,41,12391.98166,1.944971537
Iowa,4655,67,11946.00559,1.439312567
Iowa,2490,44,14428.09132,1.767068273
Iowa,13464,209,13836.05142,1.552287582
Iowa,1354,40,14704.60469,2.954209749
Iowa,1855,42,9440.203562,2.264150943
Iowa,1623,42,10375.91101,2.58780037
Iowa,1226,21,12174.77656,1.712887439
Iowa,626,9,8994.252874,1.437699681
Iowa,780,10,8775.877588,1.282051282
Iowa,1366,33,11167.42969,2.415812592
Iowa,1227,32,11479.09065,2.60798696
Iowa,1810,51,12252.0815,2.817679558
Iowa,1498,34,14092.19191,2.269692924
Iowa,1872,44,11112.43025,2.35042735
Iowa,1798,73,12798.06392,4.060066741
Iowa,2938,37,14723.86489,1.259360109
Iowa,1047,22,11432.62721,2.101241643
Iowa,1194,26,12492.15317,2.177554439
Iowa,914,35,13323.61516,3.829321663
Iowa,1496,24,9243.697479,1.604278075
Iowa,2247,42,11559.23659,1.869158879
Iowa,4204,72,11305.63399,1.712654615
Iowa,1333,35,7286.143755,2.625656414
Iowa,14576,85,9644.03864,0.583150384
Iowa,3008,57,14544.75122,1.894946809
Iowa,962,31,9389.029865,3.222453222
Iowa,2159,65,14575.03544,3.01065308
Iowa,3796,56,11278.4859,1.475237092
Iowa,21080,338,9298.386456,1.60341556
Iowa,1292,49,11708.20118,3.792569659
Iowa,779,23,9058.139535,2.952503209
Iowa,1586,41,13492.13101,2.585119798
Iowa,1642,19,10050.18974,1.157125457
Iowa,2319,51,10495.58724,2.199223803
Iowa,3651,76,10979.4605,2.081621474
Iowa,4859,76,12342.19818,1.564107841
Iowa,1628,23,10775.03475,1.412776413
Iowa,1265,42,11949.74495,3.320158103
Iowa,829,31,9622.751016,3.739445115
Iowa,958,29,12430.25821,3.027139875
Iowa,1035,38,10436.62398,3.671497585
Iowa,4864,104,11400.71254,2.138157895
Iowa,1998,61,14527.7394,3.053053053
Iowa,789,16,13242.69889,2.027883397
Iowa,1938,22,12828.4901,1.135190918
Iowa,1135,23,12772.90119,2.026431718
Iowa,4024,80,15982.84148,1.988071571
Iowa,858,22,12962.68318,2.564102564
Iowa,58042,636,11841.41537,1.095758244
Iowa,11186,171,12001.3733,1.528696585
Iowa,1566,35,8463.035019,2.234993614
Iowa,559,24,11422.14957,4.293381038
Iowa,1307,19,13445.11881,1.453710788
Iowa,20249,244,11708.48199,1.204997778
Iowa,1311,37,11445.78313,2.822273074
Iowa,5161,74,14807.05781,1.433830653
Iowa,10694,48,11011.4604,0.448849822
Iowa,2109,71,12513.34995,3.366524419
Iowa,664,12,10847.90067,1.807228916
Iowa,967,0,,0
Iowa,1292,34,10554.69324,2.631578947
Iowa,562,18,7978.421352,3.202846975
Iowa,4327,122,12373.81681,2.819505431
Iowa,5811,90,11290.94936,1.548786784
Iowa,2561,51,11659.45823,1.991409606
Iowa,543,23,8430.367955,4.23572744
Iowa,5138,94,14310.38324,1.829505644
Iowa,1437,31,13878.69422,2.157272095
Iowa,1971,35,9859.436747,1.775748351
Iowa,15207,229,14748.75615,1.505885447
Iowa,756,8,10242.51456,1.058201058
Iowa,1856,40,14774.7174,2.155172414
Kansas,1246,20,10073.57102,1.605136437
Kansas,843,18,10727.92059,2.135231317
Kansas,1625,14,10110.12257,0.861538462
Kansas,374,6,8448.159024,1.604278075
Kansas,2623,49,10174.9486,1.868089973
Kansas,1427,26,9818.356956,1.822004205
Kansas,1241,39,12975.74237,3.142626914
Kansas,7601,89,11359.86609,1.170898566
Kansas,274,3,10347.43202,1.094890511
Kansas,268,6,8246.153846,2.23880597
Kansas,2498,53,12528.21104,2.121697358
Kansas,368,14,13850.207,3.804347826
Kansas,251,7,12587.76329,2.788844622
Kansas,804,29,10047.48813,3.606965174
Kansas,998,23,11358.9802,2.304609218
Kansas,742,23,9072.013694,3.099730458
Kansas,169,9,9941.176471,5.325443787
Kansas,4001,109,11461.55609,2.72431892
Kansas,4759,77,12259.77639,1.617986972
Kansas,270,12,9550.760524,4.444444444
Kansas,1781,45,9644.752518,2.52667041
Kansas,1015,23,13355.26316,2.266009852
Kansas,9342,84,7641.155252,0.899165061
Kansas,267,12,9542.530379,4.494382022
Kansas,180,5,7114.624506,2.777777778
Kansas,3755,72,13150.98238,1.917443409
Kansas,1219,25,19977.0567,2.050861362
Kansas,6101,73,16730.19442,1.19652516
Kansas,5767,76,17153.9903,1.317842899
Kansas,2578,42,10092.3896,1.629169899
Kansas,3462,40,10931.4809,1.155401502
Kansas,386,19,14643.39909,4.922279793
Kansas,265,9,10676.87349,3.396226415
Kansas,946,18,13230.76923,1.902748414
Kansas,568,14,9485.637943,2.464788732
Kansas,104,1,8441.558442,0.961538462
Kansas,568,11,9495.152123,1.936619718
Kansas,210,1,8270.972824,0.476190476
Kansas,617,18,11350.25754,2.917341977
Kansas,3680,72,10688.66363,1.956521739
Kansas,420,9,10584.67742,2.142857143
Kansas,213,8,11872.9097,3.755868545
Kansas,1412,16,10720.52236,1.133144476
Kansas,1743,36,9152.969595,2.065404475
Kansas,213,6,7398.402223,2.816901408
Kansas,59208,763,9828.668943,1.288677206
Kansas,573,10,14929.65086,1.745200698
Kansas,772,15,10794.18345,1.943005181
Kansas,238,4,9616.161616,1.680672269
Kansas,2752,50,14027.93353,1.816860465
Kansas,128,7,8338.762215,5.46875
Kansas,7264,92,8884.757455,1.266519824
Kansas,265,5,8946.657664,1.886792453
Kansas,823,8,8481.91281,0.972053463
Kansas,289,6,10343.59341,2.076124567
Kansas,4301,85,12956.7706,1.976284585
Kansas,1114,24,9373.948166,2.154398564
Kansas,1127,25,11610.17822,2.218278616
Kansas,3303,83,11572.41959,2.512867091
Kansas,517,12,12819.24126,2.321083172
Kansas,2779,42,8116.949499,1.511335013
Kansas,565,18,9449.740759,3.185840708
Kansas,3474,82,10914.57476,2.36039148
Kansas,590,23,10498.22064,3.898305085
Kansas,269,8,10398.14457,2.973977695
Kansas,1516,55,14817.71088,3.627968338
Kansas,1805,35,11276.31661,1.939058172
Kansas,372,16,13527.27273,4.301075269
Kansas,1206,27,22495.80302,2.23880597
Kansas,1260,26,7900.18183,2.063492063
Kansas,290,12,8477.053493,4.137931034
Kansas,552,13,9677.419355,2.355072464
Kansas,0,0,,
Kansas,1174,14,18303.71063,1.192504259
Kansas,715,24,13660.68017,3.356643357
Kansas,1934,31,7931.755731,1.602895553
Kansas,815,25,8893.49629,3.067484663
Kansas,331,7,13083.00395,2.114803625
Kansas,8565,139,13814.96177,1.62288383
Kansas,669,13,14430.54357,1.943198804
Kansas,1078,12,11303.34487,1.113172542
Kansas,6595,43,8884.308654,0.652009098
Kansas,656,11,13333.33333,1.676829268
Kansas,433,14,14262.18709,3.233256351
Kansas,859,28,12529.17153,3.259604191
Kansas,6296,143,11611.09472,2.271283355
Kansas,600,24,12440.3898,4
Kansas,57376,767,11118.47485,1.336795873
Kansas,3872,41,18069.8152,1.058884298
Kansas,17594,363,9947.137809,2.063203365
Kansas,436,14,17294.72432,3.211009174
Kansas,657,12,11103.5998,1.826484018
Kansas,274,3,7647.222997,1.094890511
Kansas,344,9,8277.189605,2.61627907
Kansas,185,6,9222.333001,3.243243243
Kansas,560,10,10209.66272,1.785714286
Kansas,2193,52,9603.258014,2.371181031
Kansas,1099,20,14131.41314,1.819836215
Kansas,407,8,14520.15697,1.965601966
Kansas,0,0,,
Kansas,686,13,9897.561679,1.895043732
Kansas,179,4,11791.83136,2.234636872
Kansas,542,14,10025.89715,2.58302583
Kansas,217,6,10240.67957,2.764976959
Kansas,1018,16,11941.34897,1.571709234
Kansas,220,5,7010.834927,2.272727273
Kansas,20642,283,12477.86059,1.370991183
Kentucky,1950,53,10155.19217,2.717948718
Kentucky,2096,42,9833.450622,2.003816794
Kentucky,1762,23,7746.076406,1.305334847
Kentucky,410,9,5197.768763,2.195121951
Kentucky,4480,98,10124.52259,2.1875
Kentucky,1038,22,8304,2.119460501
Kentucky,3143,56,12073.60172,1.781737194
Kentucky,14258,145,10673.67365,1.016972927
Kentucky,1732,19,8752.779462,1.096997691
Kentucky,5070,75,10852.34813,1.479289941
Kentucky,3461,76,11513.63939,2.19589714
Kentucky,652,7,7852.583404,1.073619632
Kentucky,1036,9,8202.692003,0.868725869
Kentucky,1296,17,6329.052107,1.311728395
Kentucky,7349,80,8997.747196,1.088583481
Kentucky,1471,27,11421.69423,1.835486064
Kentucky,1464,32,11485.05531,2.18579235
Kentucky,3551,50,9104.894746,1.408054069
Kentucky,8671,78,9265.47273,0.899550225
Kentucky,482,9,10126.05042,1.867219917
Kentucky,1031,20,9698.052864,1.93986421
Kentucky,2312,35,8627.831474,1.51384083
Kentucky,1487,36,9202.302123,2.420981843
Kentucky,6990,106,9920.381488,1.516452074
Kentucky,2974,32,8201.196812,1.07599193
Kentucky,2689,46,13511.88382,1.710673113
Kentucky,1450,31,14190.64396,2.137931034
Kentucky,674,23,7653.87236,3.412462908
Kentucky,703,12,10628.96885,1.706970128
Kentucky,10924,190,10761.39532,1.739289637
Kentucky,918,25,7555.555556,2.723311547
Kentucky,967,2,12864.17454,0.206825233
Kentucky,1144,12,8110.024103,1.048951049
Kentucky,36205,309,11203.706,0.853473277
Kentucky,1214,24,8325.903573,1.97693575
Kentucky,3466,70,9738.964287,2.019619158
Kentucky,4124,56,8087.701751,1.357904947
Kentucky,535,16,8962.975373,2.990654206
Kentucky,721,31,8129.439621,4.299583911
Kentucky,1547,36,8756.934224,2.32708468
Kentucky,2444,20,9749.092505,0.818330606
Kentucky,4275,96,11471.58268,2.245614035
Kentucky,2226,58,8423.203542,2.60557053
Kentucky,1231,17,11251.25674,1.380991064
Kentucky,3661,63,10430.79378,1.7208413
Kentucky,895,15,10261.40793,1.675977654
Kentucky,9857,167,8883.54152,1.694227453
Kentucky,2908,85,11180.31526,2.922971114
Kentucky,1725,25,9133.749868,1.449275362
Kentucky,2007,51,10543.73522,2.541106129
Kentucky,4930,78,10904.66711,1.582150101
Kentucky,1381,18,8563.809996,1.303403331
Kentucky,396,13,9041.09589,3.282828283
Kentucky,4562,147,10209.01401,3.222270934
Kentucky,1326,32,9948.233176,2.413273002
Kentucky,82289,1314,10732.08331,1.596811238
Kentucky,4756,66,8788.690751,1.387720774
Kentucky,2070,35,9329.367226,1.690821256
Kentucky,16727,199,10016.28762,1.18969331
Kentucky,1149,24,7760.367419,2.088772846
Kentucky,3352,44,10762.56221,1.312649165
Kentucky,1349,26,9369.356855,1.927353595
Kentucky,6844,78,11254.17263,1.139684395
Kentucky,1475,25,9629.823072,1.694915254
Kentucky,1289,26,17411.86006,2.017067494
Kentucky,938,8,9496.810773,0.852878465
Kentucky,1936,45,8982.508236,2.324380165
Kentucky,1354,40,10199.62335,2.954209749
Kentucky,2381,57,9698.969408,2.393952121
Kentucky,868,24,9440.939743,2.764976959
Kentucky,2883,69,10637.59132,2.393340271
Kentucky,1546,20,18830.69428,1.293661061
Kentucky,9457,111,10170.23885,1.173733742
Kentucky,1016,17,8354.576104,1.673228346
Kentucky,2354,38,12213.9781,1.614273577
Kentucky,2868,57,9221.864952,1.987447699
Kentucky,1047,20,9352.38946,1.910219675
Kentucky,1727,40,10117.16462,2.316155182
Kentucky,6843,131,10460.42374,1.914365045
Kentucky,2032,33,11792.6992,1.624015748
Kentucky,898,27,9753.448463,3.006681514
Kentucky,2062,25,7216.855663,1.212415131
Kentucky,480,17,7397.133611,3.541666667
Kentucky,2606,54,11881.63954,2.072141213
Kentucky,1055,30,10475.62308,2.843601896
Kentucky,1340,44,12582.15962,3.28358209
Kentucky,2808,30,9972.653337,1.068376068
Kentucky,2293,3,17228.94282,0.13083297
Kentucky,3029,67,9891.581216,2.211951139
Kentucky,4971,59,10752.06022,1.186883927
Kentucky,559,8,7690.191223,1.431127013
Kentucky,2497,54,10406.76836,2.162595114
Kentucky,7671,84,11483.70485,1.095033242
Kentucky,727,13,6669.112925,1.788170564
Kentucky,503,16,11392.97848,3.180914513
Kentucky,1038,5,7114.46196,0.481695568
Kentucky,2699,66,10478.298,2.44535013
Kentucky,5649,103,9760.522496,1.823331563
Kentucky,1330,13,10761.38846,0.977443609
Kentucky,6579,108,10124.80955,1.641586867
Kentucky,234,14,11100.56926,5.982905983
Kentucky,1614,23,9667.565139,1.425030979
Kentucky,2289,20,9358.135732,0.873743993
Kentucky,1890,44,10545.10964,2.328042328
Kentucky,5086,36,8922.1809,0.707825403
Kentucky,4803,78,9797.242167,1.623985009
Kentucky,2127,42,11452.72453,1.97461213
Kentucky,1634,25,8444.008062,1.52998776
Kentucky,3209,52,12452.94734,1.620442505
Kentucky,1176,27,9565.641776,2.295918367
Kentucky,1343,15,9166.609788,1.116902457
Kentucky,694,7,8192.657301,1.008645533
Kentucky,9,0,,0
Kentucky,1422,16,9888.046728,1.125175809
Kentucky,16160,180,12159.88442,1.113861386
Kentucky,1454,41,12021.49649,2.819807428
Kentucky,2223,48,10932.96611,2.159244265
Kentucky,1342,20,10369.34013,1.490312966
Kentucky,5098,59,14058.01897,1.157316595
Kentucky,535,6,7475.199106,1.121495327
Kentucky,2167,21,8105.782898,0.96908168
Louisiana,6693,195,10787.33178,2.913491708
Louisiana,3230,92,12603.89433,2.848297214
Louisiana,12621,167,9968.87934,1.323191506
Louisiana,2273,36,10383.26253,1.583809943
Louisiana,4302,123,10716.42088,2.859135286
Louisiana,3264,78,8704.696376,2.389705882
Louisiana,1689,82,12755.83415,4.854943754
Louisiana,14218,306,11191.83873,2.152201435
Louisiana,26744,753,11133.86954,2.815584804
Louisiana,22851,439,11232.52522,1.921141307
Louisiana,1121,29,11302.68199,2.586975914
Louisiana,608,7,8719.346049,1.151315789
Louisiana,1172,38,12344.63872,3.242320819
Louisiana,1448,55,9240.587109,3.798342541
Louisiana,1891,61,9818.786022,3.225806452
Louisiana,2852,78,10384.88148,2.734922861
Louisiana,40416,824,9184.223025,2.038796516
Louisiana,1133,27,16513.62775,2.383053839
Louisiana,3216,112,16806.89835,3.482587065
Louisiana,3653,93,10938.76329,2.545852724
Louisiana,2515,106,12565.57582,4.21471173
Louisiana,2214,58,9888.784671,2.619692864
Louisiana,7298,157,10451.09552,2.151274322
Louisiana,3884,100,11946.72572,2.574665294
Louisiana,2025,51,12862.04268,2.518518519
Louisiana,46894,898,10842.71884,1.914957137
Louisiana,3215,97,10249.29865,3.017107309
Louisiana,1618,37,10864.8939,2.286773795
Louisiana,24091,289,9857.604648,1.199618115
Louisiana,9864,205,10105.10787,2.078264396
Louisiana,4602,93,9845.535065,2.020860495
Louisiana,13784,209,9790.537613,1.516250725
Louisiana,1569,40,14327.45868,2.549394519
Louisiana,2853,78,11469.80783,2.733964248
Louisiana,4119,93,10794.59091,2.25782957
Louisiana,30651,795,7856.32997,2.593716355
Louisiana,18806,455,12269.13015,2.419440604
Louisiana,0,0,,
Louisiana,2555,27,11014.3553,1.056751468
Louisiana,2675,75,12310.17027,2.803738318
Louisiana,12530,318,9664.630384,2.537909018
Louisiana,893,38,10578.06207,4.255319149
Louisiana,2472,56,12285.06113,2.265372168
Louisiana,2971,62,12439.2899,2.086839448
Louisiana,4078,53,8631.78393,1.299656694
Louisiana,5552,97,10455.74388,1.747118156
Louisiana,960,12,9474.930912,1.25
Louisiana,2010,50,9527.872582,2.487562189
Louisiana,3796,141,8861.498238,3.714436249
Louisiana,9072,259,11046.70985,2.854938272
Louisiana,5427,117,10157.02495,2.155887231
Louisiana,4875,140,9878.81981,2.871794872
Louisiana,26023,527,9992.742465,2.025131614
Louisiana,12928,299,9593.493522,2.312809406
Louisiana,364,8,8398.707891,2.197802198
Louisiana,10642,225,9634.169526,2.114264236
Louisiana,416,0,,0
Louisiana,2428,80,10982.44979,3.294892916
Louisiana,5620,124,9443.63227,2.206405694
Louisiana,3163,104,6668.915642,3.288017705
Louisiana,4420,133,9568.342209,3.009049774
Louisiana,4185,113,10915.49296,2.700119474
Louisiana,2937,61,11097.67618,2.076949268
Louisiana,1182,41,10914.12742,3.468697124
Louisiana,1168,34,7502.569373,2.910958904
Louisiana,1565,45,11255.75374,2.875399361
Maine,8286,80,7652.594734,0.965483949
Maine,1869,45,2787.264186,2.407704655
Maine,17120,195,5803.330814,1.139018692
Maine,1339,15,4433.921653,1.120238984
Maine,1354,38,2462.400204,2.806499261
Maine,6498,71,5313.077464,1.09264389
Maine,1132,6,2846.223474,0.530035336
Maine,1062,3,3066.350985,0.282485876
Maine,0,0,,
Maine,3576,65,6168.175938,1.817673378
Maine,6176,93,4059.20551,1.505829016
Maine,571,6,3401.846887,1.050788091
Maine,1459,10,4069.053994,0.68540096
Maine,2190,32,4338.008082,1.461187215
Maine,1,0,,0
Maine,1026,21,2583.406773,2.046783626
Maine,897,16,2858.5997,1.783723523
Maine,13325,131,6417.326058,0.983114447
Maryland,7008,211,9952.283572,3.010844749
Maryland,43794,646,7560.67496,1.475087912
Maryland,65655,1657,7935.385619,2.523798644
Maryland,52860,1224,8906.637012,2.315550511
Maryland,4219,85,4559.84869,2.014695425
Maryland,2341,29,7007.723164,1.238786843
Maryland,9481,252,5628.476613,2.657947474
Maryland,6301,150,6126.099849,2.380574512
Maryland,10870,211,6658.213737,1.941122355
Maryland,2828,64,8857.151806,2.263083451
Maryland,19776,339,7619.429236,1.714199029
Maryland,2034,65,7010.408768,3.19567355
Maryland,16568,293,6486.037872,1.768469338
Maryland,19218,250,5900.703123,1.300863774
Maryland,1348,51,6940.582844,3.783382789
Maryland,70935,1604,6751.290583,2.261225065
Maryland,85089,1573,9357.359894,1.848652587
Maryland,2998,51,5950.656001,1.701134089
Maryland,2613,40,10200.65584,1.530807501
Maryland,6028,130,5310.545326,2.156602522
Maryland,2160,44,5809.418789,2.037037037
Maryland,0,47,,
Maryland,14595,328,9662.427424,2.247344981
Maryland,7683,172,7415.378973,2.238708838
Maryland,3658,106,6997.474941,2.897758338
Massachusetts,13907,469,6529.414527,3.372402387
Massachusetts,6526,286,5223.139967,4.38247012
Massachusetts,66672,1729,11795.82355,2.593292537
Massachusetts,2928,5,10191.0828,0.170765027
Massachusetts,97615,2393,12371.45674,2.4514675
Massachusetts,2571,113,3663.436877,4.395176974
Massachusetts,52233,1526,11199.85762,2.921524707
Massachusetts,9140,298,5683.019337,3.260393873
Massachusetts,134928,3759,8371.786543,2.785930274
Massachusetts,54825,1789,7757.065544,3.263109895
Massachusetts,49151,1438,9430.316845,2.925678013
Massachusetts,92769,1838,11539.76766,1.981265293
Massachusetts,46943,7,,0.014911701
Massachusetts,77057,2236,9277.023724,2.901748057
Michigan,738,32,7092.743873,4.33604336
Michigan,515,6,5654.369785,1.165048544
Michigan,11099,150,9399.480018,1.351473106
Michigan,2260,60,7956.345714,2.654867257
Michigan,1628,29,6979.934831,1.781326781
Michigan,1204,29,8089.766848,2.408637874
Michigan,812,37,9891.58241,4.556650246
Michigan,5932,67,9637.692933,1.129467296
Michigan,11216,346,10876.01575,3.084878745
Michigan,1274,35,7171.000788,2.747252747
Michigan,15408,286,10044.26308,1.856178609
Michigan,4813,96,11060.0455,1.994597964
Michigan,14432,304,10757.38489,2.106430155
Michigan,5452,76,10527.73862,1.393983859
Michigan,1665,21,6368.817657,1.261261261
Michigan,1924,45,7611.963918,2.338877339
Michigan,2473,33,6621.32855,1.334411646
Michigan,2462,81,7954.765751,3.290008123
Michigan,7589,90,9534.5185,1.185927
Michigan,992,14,7071.067075,1.411290323
Michigan,4040,94,11289.96199,2.326732673
Michigan,2738,74,10848.29034,2.702702703
Michigan,10111,208,9169.477999,2.057165463
Michigan,2366,42,7080.652402,1.775147929
Michigan,316,5,,1.582278481
Michigan,41607,947,10252.75188,2.276059317
Michigan,2299,59,9033.753782,2.566333188
Michigan,1404,50,10046.51163,3.561253561
Michigan,6451,96,6930.001719,1.488141373
Michigan,4064,120,9982.559996,2.952755906
Michigan,4392,93,9630.522969,2.117486339
Michigan,3131,42,8774.240556,1.341424465
Michigan,4080,79,13169.36187,1.93627451
Michigan,24770,382,8471.098404,1.542188131
Michigan,6266,80,9685.147688,1.276731567
